date,location,location_name,value
2020-05-17,01,Alabama,309
2020-05-18,01,Alabama,301
2020-05-19,01,Alabama,387
2020-05-20,01,Alabama,361
2020-05-21,01,Alabama,404
2020-05-22,01,Alabama,364
2020-05-23,01,Alabama,374
2020-05-24,01,Alabama,348
2020-05-25,01,Alabama,633
2020-05-26,01,Alabama,590
2020-05-27,01,Alabama,364
2020-05-28,01,Alabama,486
2020-05-29,01,Alabama,513
2020-05-30,01,Alabama,427
2020-05-31,01,Alabama,511
2020-06-01,01,Alabama,325
2020-06-02,01,Alabama,209
2020-06-03,01,Alabama,220
2020-06-04,01,Alabama,308
2020-06-05,01,Alabama,648
2020-06-06,01,Alabama,445
2020-06-07,01,Alabama,422
2020-06-08,01,Alabama,491
2020-06-09,01,Alabama,566
2020-06-10,01,Alabama,825
2020-06-11,01,Alabama,711
2020-06-12,01,Alabama,1035
2020-06-13,01,Alabama,959
2020-06-14,01,Alabama,818
2020-06-15,01,Alabama,303
2020-06-16,01,Alabama,549
2020-06-17,01,Alabama,907
2020-06-18,01,Alabama,735
2020-06-19,01,Alabama,549
2020-06-20,01,Alabama,458
2020-06-21,01,Alabama,439
2020-06-22,01,Alabama,649
2020-06-23,01,Alabama,1118
2020-06-24,01,Alabama,989
2020-06-25,01,Alabama,1002
2020-06-26,01,Alabama,1023
2020-06-27,01,Alabama,180
2020-06-28,01,Alabama,1420
2020-06-29,01,Alabama,1086
2020-06-30,01,Alabama,888
2020-07-01,01,Alabama,1170
2020-07-02,01,Alabama,1693
2020-07-03,01,Alabama,915
2020-07-04,01,Alabama,961
2020-07-05,01,Alabama,806
2020-07-06,01,Alabama,910
2020-07-07,01,Alabama,1416
2020-07-08,01,Alabama,1801
2020-07-09,01,Alabama,1546
2020-07-10,01,Alabama,1634
2020-07-11,01,Alabama,1473
2020-07-12,01,Alabama,1979
2020-07-13,01,Alabama,1387
2020-07-14,01,Alabama,2116
2020-07-15,01,Alabama,1910
2020-07-16,01,Alabama,1934
2020-07-17,01,Alabama,2024
2020-07-18,01,Alabama,2029
2020-07-19,01,Alabama,1552
2020-07-20,01,Alabama,1503
2020-07-21,01,Alabama,1364
2020-07-22,01,Alabama,1994
2020-07-23,01,Alabama,2091
2020-07-24,01,Alabama,2110
2020-07-25,01,Alabama,1393
2020-07-26,01,Alabama,1760
2020-07-27,01,Alabama,1308
2020-07-28,01,Alabama,1442
2020-07-29,01,Alabama,1954
2020-07-30,01,Alabama,2012
2020-07-31,01,Alabama,1602
2020-08-01,01,Alabama,2033
2020-08-02,01,Alabama,1159
2020-08-03,01,Alabama,1044
2020-08-04,01,Alabama,955
2020-08-05,01,Alabama,1866
2020-08-06,01,Alabama,1721
2020-08-07,01,Alabama,1851
2020-08-08,01,Alabama,959
2020-08-09,01,Alabama,1612
2020-08-10,01,Alabama,925
2020-08-11,01,Alabama,1094
2020-08-12,01,Alabama,734
2020-08-13,01,Alabama,757
2020-08-14,01,Alabama,1120
2020-08-15,01,Alabama,830
2020-08-16,01,Alabama,741
2020-08-17,01,Alabama,1425
2020-08-18,01,Alabama,1323
2020-08-19,01,Alabama,1281
2020-08-20,01,Alabama,1041
2020-08-21,01,Alabama,1475
2020-08-22,01,Alabama,597
2020-08-23,01,Alabama,676
2020-08-24,01,Alabama,560
2020-08-25,01,Alabama,2145
2020-08-26,01,Alabama,1714
2020-08-27,01,Alabama,1137
2020-08-28,01,Alabama,1838
2020-08-29,01,Alabama,1276
2020-08-30,01,Alabama,789
2020-08-31,01,Alabama,1556
2020-09-01,01,Alabama,734
2020-09-02,01,Alabama,1006
2020-09-03,01,Alabama,985
2020-09-04,01,Alabama,1148
2020-09-05,01,Alabama,541
2020-09-06,01,Alabama,776
2020-09-07,01,Alabama,531
2020-09-08,01,Alabama,784
2020-09-09,01,Alabama,1056
2020-09-10,01,Alabama,1077
2020-09-11,01,Alabama,969
2020-09-12,01,Alabama,1059
2020-09-13,01,Alabama,695
2020-09-14,01,Alabama,758
2020-09-15,01,Alabama,1041
2020-09-16,01,Alabama,763
2020-09-17,01,Alabama,1031
2020-09-18,01,Alabama,1314
2020-09-19,01,Alabama,810
2020-09-20,01,Alabama,747
2020-09-21,01,Alabama,877
2020-09-22,01,Alabama,657
2020-09-23,01,Alabama,1038
2020-09-24,01,Alabama,2366
2020-09-25,01,Alabama,976
2020-09-26,01,Alabama,726
2020-09-27,01,Alabama,639
2020-09-28,01,Alabama,746
2020-09-29,01,Alabama,1234
2020-09-30,01,Alabama,1188
2020-10-01,01,Alabama,955
2020-10-02,01,Alabama,1675
2020-10-03,01,Alabama,779
2020-10-04,01,Alabama,536
2020-10-05,01,Alabama,759
2020-10-06,01,Alabama,1009
2020-10-07,01,Alabama,600
2020-10-08,01,Alabama,1598
2020-10-09,01,Alabama,1214
2020-10-10,01,Alabama,801
2020-10-11,01,Alabama,716
2020-10-12,01,Alabama,1100
2020-10-13,01,Alabama,882
2020-10-14,01,Alabama,1224
2020-10-15,01,Alabama,1225
2020-10-16,01,Alabama,1312
2020-10-17,01,Alabama,980
2020-10-18,01,Alabama,865
2020-10-19,01,Alabama,1076
2020-10-20,01,Alabama,1132
2020-10-21,01,Alabama,1395
2020-10-22,01,Alabama,3832
2020-10-23,01,Alabama,2130
2020-10-24,01,Alabama,1264
2020-10-25,01,Alabama,892
2020-10-26,01,Alabama,1215
2020-10-27,01,Alabama,1329
2020-10-28,01,Alabama,1508
2020-10-29,01,Alabama,1338
2020-10-30,01,Alabama,1819
2020-10-31,01,Alabama,1681
2020-11-01,01,Alabama,845
2020-11-02,01,Alabama,1234
2020-11-03,01,Alabama,1812
2020-11-04,01,Alabama,1423
2020-11-05,01,Alabama,1601
2020-11-06,01,Alabama,1603
2020-11-07,01,Alabama,1387
2020-11-08,01,Alabama,1147
2020-11-09,01,Alabama,1858
2020-11-10,01,Alabama,39
2020-11-11,01,Alabama,2075
2020-11-12,01,Alabama,2000
2020-11-13,01,Alabama,2980
2020-11-14,01,Alabama,2226
2020-11-15,01,Alabama,1979
2020-11-16,01,Alabama,1410
2020-11-17,01,Alabama,1616
2020-11-18,01,Alabama,2638
2020-11-19,01,Alabama,2424
2020-11-20,01,Alabama,2463
2020-11-21,01,Alabama,2335
2020-11-22,01,Alabama,1798
2020-11-23,01,Alabama,1574
2020-11-24,01,Alabama,2785
2020-11-25,01,Alabama,2453
2020-11-26,01,Alabama,2639
2020-11-27,01,Alabama,917
2020-11-28,01,Alabama,2119
2020-11-29,01,Alabama,2236
2020-11-30,01,Alabama,2295
2020-12-01,01,Alabama,3376
2020-12-02,01,Alabama,3928
2020-12-03,01,Alabama,3531
2020-12-04,01,Alabama,3840
2020-12-05,01,Alabama,3390
2020-12-06,01,Alabama,2288
2020-12-07,01,Alabama,2352
2020-12-08,01,Alabama,4436
2020-12-09,01,Alabama,3522
2020-12-10,01,Alabama,4735
2020-12-11,01,Alabama,3853
2020-12-12,01,Alabama,4066
2020-12-13,01,Alabama,2790
2020-12-14,01,Alabama,2264
2020-12-15,01,Alabama,3638
2020-12-16,01,Alabama,4107
2020-12-17,01,Alabama,4695
2020-12-18,01,Alabama,5348
2020-12-19,01,Alabama,4221
2020-12-20,01,Alabama,2548
2020-12-21,01,Alabama,2380
2020-12-22,01,Alabama,4979
2020-12-23,01,Alabama,4758
2020-12-24,01,Alabama,4232
2020-12-25,01,Alabama,3625
2020-12-26,01,Alabama,1032
2020-12-27,01,Alabama,2170
2020-12-28,01,Alabama,2269
2020-12-29,01,Alabama,3907
2020-12-30,01,Alabama,5016
2020-12-31,01,Alabama,4406
2021-01-01,01,Alabama,4521
2021-01-02,01,Alabama,3711
2021-01-03,01,Alabama,2476
2021-01-04,01,Alabama,2161
2021-01-05,01,Alabama,5498
2021-01-06,01,Alabama,4591
2021-01-07,01,Alabama,5046
2021-01-08,01,Alabama,5057
2021-01-09,01,Alabama,4863
2021-01-10,01,Alabama,2750
2021-01-11,01,Alabama,2100
2021-01-12,01,Alabama,3848
2021-01-13,01,Alabama,3147
2021-01-14,01,Alabama,3588
2021-01-15,01,Alabama,2945
2021-01-16,01,Alabama,3153
2021-01-17,01,Alabama,1917
2021-01-18,01,Alabama,1430
2021-01-19,01,Alabama,2515
2021-01-20,01,Alabama,3112
2021-01-21,01,Alabama,2881
2021-01-22,01,Alabama,3551
2021-01-23,01,Alabama,3355
2021-01-24,01,Alabama,1728
2021-01-25,01,Alabama,1839
2021-01-26,01,Alabama,2900
2021-01-27,01,Alabama,3177
2021-01-28,01,Alabama,3648
2021-01-29,01,Alabama,2848
2021-01-30,01,Alabama,0
2021-01-31,01,Alabama,4057
2021-02-01,01,Alabama,1221
2021-02-02,01,Alabama,2078
2021-02-03,01,Alabama,2118
2021-02-04,01,Alabama,2767
2021-02-05,01,Alabama,1496
2021-02-06,01,Alabama,1992
2021-02-07,01,Alabama,1112
2021-02-08,01,Alabama,925
2021-02-09,01,Alabama,1318
2021-02-10,01,Alabama,1401
2021-02-11,01,Alabama,1503
2021-02-12,01,Alabama,1097
2021-02-13,01,Alabama,1189
2021-02-14,01,Alabama,1075
2021-02-15,01,Alabama,674
2021-02-16,01,Alabama,883
2021-02-17,01,Alabama,679
2021-02-18,01,Alabama,1198
2021-02-19,01,Alabama,847
2021-02-20,01,Alabama,774
2021-02-21,01,Alabama,857
2021-02-22,01,Alabama,677
2021-02-23,01,Alabama,1453
2021-02-24,01,Alabama,1247
2021-02-25,01,Alabama,890
2021-02-26,01,Alabama,739
2021-02-27,01,Alabama,834
2021-02-28,01,Alabama,569
2021-03-01,01,Alabama,517
2021-03-02,01,Alabama,652
2021-03-03,01,Alabama,2733
2021-03-04,01,Alabama,922
2021-03-05,01,Alabama,811
2021-03-06,01,Alabama,524
2021-03-07,01,Alabama,408
2021-03-08,01,Alabama,273
2021-03-09,01,Alabama,524
2021-03-10,01,Alabama,782
2021-03-11,01,Alabama,865
2021-03-12,01,Alabama,448
2021-03-13,01,Alabama,594
2021-03-14,01,Alabama,368
2021-03-15,01,Alabama,4556
2021-03-16,01,Alabama,488
2021-03-17,01,Alabama,759
2021-03-18,01,Alabama,572
2021-03-19,01,Alabama,531
2021-03-20,01,Alabama,508
2021-03-21,01,Alabama,373
2021-03-22,01,Alabama,319
2021-03-23,01,Alabama,10
2021-03-24,01,Alabama,922
2021-03-25,01,Alabama,427
2021-03-26,01,Alabama,442
2021-03-27,01,Alabama,492
2021-03-28,01,Alabama,319
2021-03-29,01,Alabama,228
2021-03-30,01,Alabama,361
2021-03-31,01,Alabama,408
2021-04-01,01,Alabama,478
2021-04-02,01,Alabama,400
2021-04-03,01,Alabama,349
2021-04-04,01,Alabama,194
2021-04-05,01,Alabama,109
2021-04-06,01,Alabama,196
2021-04-07,01,Alabama,338
2021-04-08,01,Alabama,464
2021-04-09,01,Alabama,318
2021-04-10,01,Alabama,354
2021-04-11,01,Alabama,311
2021-04-12,01,Alabama,172
2021-04-13,01,Alabama,1432
2021-04-14,01,Alabama,277
2021-04-15,01,Alabama,421
2021-04-16,01,Alabama,422
2021-04-17,01,Alabama,508
2021-04-18,01,Alabama,270
2021-04-19,01,Alabama,111
2021-04-20,01,Alabama,1443
2021-04-21,01,Alabama,412
2021-04-22,01,Alabama,682
2021-04-23,01,Alabama,428
2021-04-24,01,Alabama,421
2021-04-25,01,Alabama,233
2021-04-26,01,Alabama,217
2021-04-27,01,Alabama,359
2021-04-28,01,Alabama,376
2021-04-29,01,Alabama,430
2021-04-30,01,Alabama,409
2021-05-01,01,Alabama,387
2021-05-02,01,Alabama,288
2021-05-03,01,Alabama,187
2021-05-04,01,Alabama,0
2021-05-05,01,Alabama,662
2021-05-06,01,Alabama,565
2021-05-07,01,Alabama,314
2021-05-08,01,Alabama,419
2021-05-09,01,Alabama,244
2021-05-10,01,Alabama,106
2021-05-11,01,Alabama,310
2021-05-12,01,Alabama,347
2021-05-13,01,Alabama,1144
2021-05-14,01,Alabama,4918
2021-05-15,01,Alabama,2016
2021-05-16,01,Alabama,254
2021-05-17,01,Alabama,184
2021-05-18,01,Alabama,336
2021-05-19,01,Alabama,288
2021-05-20,01,Alabama,339
2021-05-21,01,Alabama,443
2021-05-22,01,Alabama,255
2021-05-23,01,Alabama,196
2021-05-24,01,Alabama,132
2021-05-25,01,Alabama,306
2021-05-26,01,Alabama,269
2021-05-27,01,Alabama,346
2021-05-28,01,Alabama,228
2021-05-29,01,Alabama,0
2021-05-30,01,Alabama,0
2021-05-31,01,Alabama,0
2021-06-01,01,Alabama,640
2021-06-02,01,Alabama,553
2021-06-03,01,Alabama,430
2021-06-04,01,Alabama,557
2021-06-05,01,Alabama,0
2021-06-06,01,Alabama,0
2021-06-07,01,Alabama,739
2021-06-08,01,Alabama,216
2021-06-09,01,Alabama,305
2021-06-10,01,Alabama,290
2021-06-11,01,Alabama,188
2021-06-12,01,Alabama,0
2021-06-13,01,Alabama,0
2021-06-14,01,Alabama,550
2021-06-15,01,Alabama,290
2021-06-16,01,Alabama,160
2021-06-17,01,Alabama,0
2021-06-18,01,Alabama,334
2021-06-19,01,Alabama,0
2021-06-20,01,Alabama,0
2021-06-21,01,Alabama,356
2021-06-22,01,Alabama,0
2021-06-23,01,Alabama,381
2021-06-24,01,Alabama,0
2021-06-25,01,Alabama,540
2021-06-26,01,Alabama,0
2021-06-27,01,Alabama,0
2021-06-28,01,Alabama,517
2021-06-29,01,Alabama,0
2021-06-30,01,Alabama,532
2021-07-01,01,Alabama,0
2021-07-02,01,Alabama,315
2021-07-03,01,Alabama,0
2021-07-04,01,Alabama,0
2021-07-05,01,Alabama,0
2021-07-06,01,Alabama,0
2021-07-07,01,Alabama,1613
2021-07-08,01,Alabama,0
2021-07-09,01,Alabama,1160
2021-07-10,01,Alabama,534
2021-07-11,01,Alabama,0
2021-07-12,01,Alabama,610
2021-07-13,01,Alabama,0
2021-07-14,01,Alabama,1398
2021-07-15,01,Alabama,965
2021-07-16,01,Alabama,999
2021-07-17,01,Alabama,901
2021-07-18,01,Alabama,724
2021-07-19,01,Alabama,718
2021-07-20,01,Alabama,1391
2021-07-21,01,Alabama,1632
2021-07-22,01,Alabama,1567
2021-07-23,01,Alabama,1733
2021-07-24,01,Alabama,1888
2021-07-25,01,Alabama,1536
2021-07-26,01,Alabama,1403
2021-07-27,01,Alabama,2667
2021-07-28,01,Alabama,2726
2021-07-29,01,Alabama,0
2021-07-30,01,Alabama,0
2021-07-31,01,Alabama,8144
2021-08-01,01,Alabama,1798
2021-08-02,01,Alabama,1705
2021-08-03,01,Alabama,3307
2021-08-04,01,Alabama,3399
2021-08-05,01,Alabama,3817
2021-08-06,01,Alabama,3685
2021-08-07,01,Alabama,3891
2021-08-08,01,Alabama,0
2021-08-09,01,Alabama,4877
2021-08-10,01,Alabama,3815
2021-08-11,01,Alabama,3851
2021-08-12,01,Alabama,4167
2021-08-13,01,Alabama,3986
2021-08-14,01,Alabama,0
2021-08-15,01,Alabama,6992
2021-08-16,01,Alabama,2466
2021-08-17,01,Alabama,4023
2021-08-18,01,Alabama,4465
2021-08-19,01,Alabama,3890
2021-08-20,01,Alabama,3799
2021-08-21,01,Alabama,6210
2021-08-22,01,Alabama,3315
2021-08-23,01,Alabama,2588
2021-08-24,01,Alabama,0
2021-08-25,01,Alabama,0
2021-08-26,01,Alabama,11142
2021-08-27,01,Alabama,5033
2021-08-28,01,Alabama,6190
2021-08-29,01,Alabama,3433
2021-08-30,01,Alabama,3072
2021-08-31,01,Alabama,5206
2021-09-01,01,Alabama,4691
2021-09-02,01,Alabama,5312
2021-09-03,01,Alabama,5128
2021-09-04,01,Alabama,4420
2021-09-05,01,Alabama,2842
2021-09-06,01,Alabama,2566
2021-09-07,01,Alabama,2672
2021-09-08,01,Alabama,4791
2021-09-09,01,Alabama,4367
2021-09-10,01,Alabama,4800
2021-09-11,01,Alabama,4494
2021-09-12,01,Alabama,1794
2021-09-13,01,Alabama,2692
2021-09-14,01,Alabama,3944
2021-09-15,01,Alabama,3651
2021-09-16,01,Alabama,3972
2021-09-17,01,Alabama,2974
2021-09-18,01,Alabama,3462
2021-09-19,01,Alabama,2090
2021-09-20,01,Alabama,1920
2021-09-21,01,Alabama,3220
2021-09-22,01,Alabama,3018
2021-09-23,01,Alabama,3366
2021-09-24,01,Alabama,2569
2021-09-25,01,Alabama,2937
2021-09-26,01,Alabama,1633
2021-09-27,01,Alabama,1594
2021-09-28,01,Alabama,1984
2021-09-29,01,Alabama,2141
2021-09-30,01,Alabama,1702
2021-10-01,01,Alabama,1845
2021-10-02,01,Alabama,1480
2021-10-03,01,Alabama,892
2021-10-04,01,Alabama,736
2021-10-05,01,Alabama,1549
2021-10-06,01,Alabama,1272
2021-10-07,01,Alabama,1262
2021-10-08,01,Alabama,1049
2021-10-09,01,Alabama,919
2021-10-10,01,Alabama,653
2021-10-11,01,Alabama,467
2021-10-12,01,Alabama,886
2021-10-13,01,Alabama,1016
2021-10-14,01,Alabama,1050
2021-10-15,01,Alabama,1143
2021-10-16,01,Alabama,787
2021-10-17,01,Alabama,544
2021-10-18,01,Alabama,338
2021-10-19,01,Alabama,961
2021-10-20,01,Alabama,665
2021-10-21,01,Alabama,1065
2021-10-22,01,Alabama,1598
2021-10-23,01,Alabama,945
2021-10-24,01,Alabama,414
2021-10-25,01,Alabama,301
2021-10-26,01,Alabama,943
2021-10-27,01,Alabama,7393
2021-10-28,01,Alabama,2141
2021-10-29,01,Alabama,376
2021-10-30,01,Alabama,488
2021-10-31,01,Alabama,394
2021-11-01,01,Alabama,217
2021-11-02,01,Alabama,745
2021-11-03,01,Alabama,484
2021-11-04,01,Alabama,1089
2021-11-05,01,Alabama,575
2021-11-06,01,Alabama,583
2021-11-07,01,Alabama,292
2021-11-08,01,Alabama,223
2021-11-09,01,Alabama,995
2021-11-10,01,Alabama,178
2021-11-11,01,Alabama,686
2021-11-12,01,Alabama,722
2021-11-13,01,Alabama,600
2021-11-14,01,Alabama,259
2021-11-15,01,Alabama,258
2021-11-16,01,Alabama,542
2021-11-17,01,Alabama,496
2021-11-18,01,Alabama,492
2021-11-19,01,Alabama,473
2021-11-20,01,Alabama,680
2021-11-21,01,Alabama,272
2021-11-22,01,Alabama,253
2021-11-23,01,Alabama,619
2021-11-24,01,Alabama,416
2021-11-25,01,Alabama,398
2021-11-26,01,Alabama,0
2021-11-27,01,Alabama,357
2021-11-28,01,Alabama,157
2021-11-29,01,Alabama,176
2021-11-30,01,Alabama,477
2021-12-01,01,Alabama,536
2021-12-02,01,Alabama,767
2021-12-03,01,Alabama,595
2021-12-04,01,Alabama,478
2021-12-05,01,Alabama,361
2021-12-06,01,Alabama,281
2021-12-07,01,Alabama,630
2021-12-08,01,Alabama,687
2021-12-09,01,Alabama,549
2021-12-10,01,Alabama,592
2021-12-11,01,Alabama,713
2021-12-12,01,Alabama,330
2021-12-13,01,Alabama,294
2021-12-14,01,Alabama,1655
2021-12-15,01,Alabama,647
2021-12-16,01,Alabama,816
2021-12-17,01,Alabama,908
2021-12-18,01,Alabama,692
2021-12-19,01,Alabama,552
2021-12-20,01,Alabama,552
2021-12-21,01,Alabama,1254
2021-12-22,01,Alabama,1460
2021-12-23,01,Alabama,2060
2021-12-24,01,Alabama,2466
2021-12-25,01,Alabama,2449
2021-12-26,01,Alabama,863
2021-12-27,01,Alabama,1679
2021-12-28,01,Alabama,3705
2021-12-29,01,Alabama,5975
2021-12-30,01,Alabama,8256
2021-12-31,01,Alabama,8051
2022-01-01,01,Alabama,0
2022-01-02,01,Alabama,12927
2022-01-03,01,Alabama,4062
2022-01-04,01,Alabama,7572
2022-01-05,01,Alabama,11075
2022-01-06,01,Alabama,12626
2022-01-07,01,Alabama,12972
2022-01-08,01,Alabama,8332
2022-01-09,01,Alabama,12452
2022-01-10,01,Alabama,6250
2022-01-11,01,Alabama,8536
2022-01-12,01,Alabama,11204
2022-01-13,01,Alabama,0
2022-01-14,01,Alabama,0
2022-01-15,01,Alabama,0
2022-01-16,01,Alabama,51856
2022-01-17,01,Alabama,8058
2022-01-18,01,Alabama,6728
2022-01-19,01,Alabama,17106
2022-01-20,01,Alabama,15986
2022-01-21,01,Alabama,16525
2022-01-22,01,Alabama,16506
2022-01-23,01,Alabama,9807
2022-01-24,01,Alabama,5955
2022-01-25,01,Alabama,8780
2022-01-26,01,Alabama,-8780
2022-01-27,01,Alabama,0
2022-01-28,01,Alabama,42408
2022-01-29,01,Alabama,10751
2022-01-30,01,Alabama,6490
2022-01-31,01,Alabama,5459
2022-02-01,01,Alabama,5639
2022-02-02,01,Alabama,5404
2022-02-03,01,Alabama,0
2022-02-04,01,Alabama,11196
2022-02-05,01,Alabama,1924
2022-02-06,01,Alabama,0
2022-02-07,01,Alabama,3456
2022-02-08,01,Alabama,4507
2022-02-09,01,Alabama,3649
2022-02-10,01,Alabama,2713
2022-02-11,01,Alabama,2835
2022-02-12,01,Alabama,2438
2022-02-13,01,Alabama,1054
2022-02-14,01,Alabama,724
2022-02-15,01,Alabama,2136
2022-02-16,01,Alabama,1975
2022-02-17,01,Alabama,2108
2022-02-18,01,Alabama,1440
2022-02-19,01,Alabama,1153
2022-02-20,01,Alabama,484
2022-02-21,01,Alabama,392
2022-02-22,01,Alabama,639
2022-02-23,01,Alabama,1232
2022-02-24,01,Alabama,1225
2022-02-25,01,Alabama,1257
2022-02-26,01,Alabama,1169
2022-02-27,01,Alabama,358
2022-02-28,01,Alabama,201
2022-03-01,01,Alabama,786
2022-03-02,01,Alabama,1259
2022-03-03,01,Alabama,762
2022-03-04,01,Alabama,573
2022-03-05,01,Alabama,0
2022-03-06,01,Alabama,0
2022-03-07,01,Alabama,3710
2022-03-08,01,Alabama,631
2022-03-09,01,Alabama,536
2022-03-10,01,Alabama,632
2022-03-11,01,Alabama,545
2022-03-12,01,Alabama,0
2022-03-13,01,Alabama,0
2022-03-14,01,Alabama,511
2022-03-15,01,Alabama,217
2022-03-16,01,Alabama,438
2022-03-17,01,Alabama,527
2022-03-18,01,Alabama,494
2022-03-19,01,Alabama,0
2022-03-20,01,Alabama,0
2022-03-21,01,Alabama,375
2022-03-22,01,Alabama,200
2022-03-23,01,Alabama,185
2022-03-24,01,Alabama,398
2022-03-25,01,Alabama,164
2022-03-26,01,Alabama,0
2022-03-27,01,Alabama,0
2022-03-28,01,Alabama,2024
2022-03-29,01,Alabama,284
2022-03-30,01,Alabama,253
2022-03-31,01,Alabama,258
2022-04-01,01,Alabama,26
2022-04-02,01,Alabama,115
2022-04-03,01,Alabama,0
2022-04-04,01,Alabama,424
2022-04-05,01,Alabama,237
2022-04-06,01,Alabama,219
2022-04-07,01,Alabama,210
2022-04-08,01,Alabama,172
2022-04-09,01,Alabama,0
2022-04-10,01,Alabama,0
2022-04-11,01,Alabama,361
2022-04-12,01,Alabama,214
2022-04-13,01,Alabama,156
2022-04-14,01,Alabama,188
2022-04-15,01,Alabama,220
2022-04-16,01,Alabama,0
2022-04-17,01,Alabama,0
2022-04-18,01,Alabama,968
2022-04-19,01,Alabama,-364
2022-04-20,01,Alabama,153
2022-04-21,01,Alabama,254
2022-04-22,01,Alabama,257
2022-04-23,01,Alabama,0
2022-04-24,01,Alabama,0
2022-04-25,01,Alabama,679
2022-04-26,01,Alabama,260
2022-04-27,01,Alabama,202
2022-04-28,01,Alabama,233
2022-04-29,01,Alabama,222
2022-04-30,01,Alabama,0
2022-05-01,01,Alabama,0
2022-05-02,01,Alabama,438
2022-05-03,01,Alabama,292
2022-05-04,01,Alabama,342
2022-05-05,01,Alabama,350
2022-05-06,01,Alabama,242
2022-05-07,01,Alabama,0
2022-05-08,01,Alabama,0
2022-05-09,01,Alabama,548
2022-05-10,01,Alabama,496
2022-05-11,01,Alabama,394
2022-05-12,01,Alabama,456
2022-05-13,01,Alabama,419
2022-05-14,01,Alabama,0
2022-05-15,01,Alabama,0
2022-05-16,01,Alabama,955
2022-05-17,01,Alabama,451
2022-05-18,01,Alabama,546
2022-05-19,01,Alabama,629
2022-05-20,01,Alabama,592
2022-05-21,01,Alabama,0
2022-05-22,01,Alabama,0
